StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,va_f_1,va_c_f_1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,gm_f_1,gm_c_f_1,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,ab_f_1,ab_c_f_1,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,pb_f_1,pb_c_f_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,sa_f_1,sa_c_f_1,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,br_f_1,br_c_f_1,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,su_f_1,su_c_f_1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,su_n_1,su_c_n_1,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,ab_n_1,ab_c_n_1,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,va_n_1,va_c_n_1,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,gm_n_1,gm_c_n_1,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,sa_n_1,sa_c_n_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,br_n_1,br_c_n_1,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,pb_n_1,pb_c_n_1,gender,age,religion,education,politics_1,politics_2,Q79,PROLIFIC_PID,STUDY_ID
2021-08-08 14:46:59,2021-08-08 14:49:17,0,82.23.97.83,100,138,1,2021-08-08 14:49:18,R_2aJk70hGfRF7fDy,,,,,52.65130615234375,-1.0876007080078125,anonymous,EN-GB,1,4.266,5.709,6.236,2,27,67,0,0,1.432,0,,,3.383,7.082,7.565,3,16,79,5.953,7.822,8.657,3,100,100,6.566,8.61,9.014,3,64,71,3.614,4.776,5.336,2,7,96,6.971,8.49,9.013,2,35,93,5.175,7.722,8.365,4,74,91,2.264,3.249,3.878,2,100,100,4.068,5.362,5.965,2,87,100,3.956,5.184,6.437,2,40,76,6.667,8.334,9.065,4,31,57,6.141,11.072,12.505,5,15,100,3.768,9.072,9.624,3,68,66,2,31,4,3,7,7,5ddf094935cf74e7e614743c,5ddf094935cf74e7e614743c,610fa0817bba062b1fb158c5
2021-08-08 14:48:21,2021-08-08 14:52:38,0,41.147.1.82,100,257,1,2021-08-08 14:52:38,R_DuUyQrjg7aHLdiF,,,,,-34.0485992431640625,18.4810943603515625,anonymous,EN-GB,1,6.003,8.945,9.899,2,17,81,0.016,5.912,7.054,3,83,71,10.239,12.839,15.122,2,26,16,10.011,12.291,13.633,2,86,82,11.845,13.703,15.01,2,82,84,0.29,9.122,15.01,3,70,70,6.952,9.432,15.008,2,58,32,6.937,8.457,15.006,2,100,98,4.819,12.226,15.007,3,8,83,5.642,14.202,15.112,3,84,86,5.938,8.466,9.585,2,32,57,7.807,13.609,15.01,3,34,68,6.669,10.783,15.013,2,44,42,10.119,10.119,15.112,1,62,26,2,57,1,2,6,5,5ef0a866cd9cde0fcd0d2f77,5ef0a866cd9cde0fcd0d2f77,610fa0817bba062b1fb158c5
2021-08-08 14:49:58,2021-08-08 14:52:48,0,86.10.179.109,100,169,1,2021-08-08 14:52:48,R_1mEklAelURjLnvZ,,,,,52.3914031982421875,-0.608306884765625,anonymous,EN-GB,1,4.347,5.492,6.208,2,68,100,3.351,5.327,6.085,2,7,92,5.96,5.96,15.009,1,12,,5.634,7.113,7.845,2,100,99,6.6,13.2,13.636,4,51,51,4.155,6.027,6.608,2,14,95,7.839,8.63,9.443,2,51,51,9.34,11.388,12.016,2,33,90,2.542,3.895,4.555,2,100,100,4.918,7.238,8.146,2,100,100,0.682,6.49,7.495,3,100,100,7.369,13.345,14.094,4,51,51,5.589,8.404,8.873,3,4,98,12.154,14.266,15.01,2,100,100,2,39,2,5,5,5,5b65b79ab7193d00012f7c1b,5b65b79ab7193d00012f7c1b,610fa0817bba062b1fb158c5
2021-08-08 14:49:43,2021-08-08 14:53:03,0,51.241.136.204,100,199,1,2021-08-08 14:53:03,R_1ltS7Neizq60i5Q,,,,,53.8361968994140625,-1.7686004638671875,anonymous,EN-GB,1,9.548,13.838,15.012,3,1,100,4.998,8.975,11.01,2,68,70,0.669,0.669,3.352,1,,,8.801,10.929,12.699,2,79,95,8.634,10.4,11.873,2,27,68,4.179,6.443,7.414,2,31,71,6.044,9.797,11.298,3,100,100,10.1,14.028,15.109,3,69,70,0,0,8.678,0,,,7.873,9.537,10.57,2,33,74,0.01,9.814,10.737,3,0,35,9.902,11.994,13.462,2,28,71,5.97,8.327,9.198,3,34,65,12.908,12.908,15.033,1,98,,2,56,1,3,6,6,5cb201e1fa4b72000183aa9e,5cb201e1fa4b72000183aa9e,610fa0817bba062b1fb158c5
2021-08-08 14:49:21,2021-08-08 14:53:30,0,80.7.114.126,100,248,1,2021-08-08 14:53:30,R_1GJoJ4PtOwfNvpj,,,,,53.9951019287109375,-1.16259765625,anonymous,EN-GB,1,3.622,13.359,14.336,5,0,88,3.445,10.599,11.559,5,70,37,5.921,9.419,10.451,3,40,1,5.12,13.698,15.01,7,65,,6.773,12.511,13.321,5,38,13,3.569,6.07,7.054,3,57,34,7.611,11.748,12.947,4,44,20,7.067,10.075,11.827,3,76,24,4.406,7.945,9.04,3,26,80,0.133,12.929,13.875,8,37,28,5.414,9.709,10.37,4,27,42,4.263,9,10.175,4,30,32,4.826,10.482,11.558,4,58,68,9.143,14.341,15.007,4,28,22,1,28,1,4,2,2,5f4e0155cf03293db269f873,5f4e0155cf03293db269f873,610fa2dc06d18e9f8a5da6e9
2021-08-08 14:50:19,2021-08-08 14:53:35,0,86.161.27.252,100,196,1,2021-08-08 14:53:36,R_xE1xb0TTr9TnWMh,,,,,53.7407073974609375,-1.49029541015625,anonymous,EN-GB,1,5.206,8.442,8.942,5,11,92,3.986,6.225,6.836,3,82,70,7.506,9.479,10.411,3,31,22,0.061,9.789,12.196,7,100,91,7.431,11.814,13.267,8,74,75,3.394,9.272,9.892,5,78,70,10.975,13.692,15.136,4,63,29,6.272,10.355,12.032,8,85,89,5.111,9.369,10.034,7,15,86,0,0,8.392,0,,,5.202,7.566,8.193,4,17,82,7.713,9.72,11.128,3,23,73,6.933,12.429,13.172,6,72,73,8.127,11.834,12.433,5,82,86,1,37,1,2,2,2,6107dc10347d3906d771e113,6107dc10347d3906d771e113,610fa2dc06d18e9f8a5da6e9
2021-08-08 14:52:26,2021-08-08 14:54:26,0,146.199.237.13,100,119,1,2021-08-08 14:54:26,R_3fTc5mqCp0AaztX,,,,,51.4615020751953125,-0.140899658203125,anonymous,EN-GB,1,4.966,6.933,7.668,2,0,100,4.225,6.213,6.823,2,100,100,6.179,8.941,9.722,3,100,12,4.426,5.97,6.75,2,100,100,5.275,5.275,7.144,1,51,,2.868,4.724,5.756,3,100,100,4.123,4.123,5.454,1,,0,2.567,5.736,6.85,3,100,100,2.81,5.461,6.346,3,0,100,3.887,6.886,7.768,3,0,100,2.292,3.547,4.548,2,0,100,5.942,7.791,8.459,2,100,100,2.941,4.01,5.109,2,100,100,5.101,8.374,9.104,3,100,75,1,26,1,3,7,7,610c32ff725edfb119f3a868,610c32ff725edfb119f3a868,610fa0817bba062b1fb158c5
2021-08-08 14:50:49,2021-08-08 14:56:03,0,92.0.159.139,100,314,1,2021-08-08 14:56:03,R_2yfQyhBmUBSLCjg,,,,,51.441192626953125,-0.1833038330078125,anonymous,EN-GB,1,0.3,11.125,15.01,5,31,70,6.681,12.792,15.108,4,100,68,10.379,12.328,15.008,2,34,50,11.559,14.461,15.106,3,100,,11.553,13.88,15.008,2,0,,7.487,11.247,15.014,2,32,,0.439,12.835,15.118,4,32,69,0.057,14.022,15.011,6,100,,6.824,12.975,15.01,4,0,71,0.433,14.558,15.012,6,70,69,4.426,10.38,15.014,5,0,99,0.478,12.827,15.107,4,0,67,7.607,13.389,14.607,3,33,73,12.3,13.825,15.006,2,100,51,1,48,1,4,3,6,5ca33e410705dc0001d83aa9,5ca33e410705dc0001d83aa9,610fa0817bba062b1fb158c5
2021-08-08 14:52:50,2021-08-08 14:56:13,0,81.141.2.65,100,202,1,2021-08-08 14:56:13,R_1n8Xrj8AwppKJlz,,,,,53.9308013916015625,-0.8083038330078125,anonymous,EN-GB,1,6.367,7.674,8.348,2,15,96,4.346,5.749,6.452,2,72,81,6.916,8.534,9.13,2,34,100,13.668,13.668,15.009,1,100,,12.007,13.527,14.922,2,23,29,4.642,5.99,6.741,2,27,75,9.306,11.344,12.591,2,0,100,8.534,11.5,12.513,2,100,100,6.668,8.779,9.516,2,34,100,6.1,8.662,9.317,3,85,100,5.631,6.804,7.593,2,32,81,8.623,11.004,11.985,2,0,100,0.207,10.701,11.362,3,60,75,9.81,12.024,12.763,2,0,67,2,36,1,4,3,4,5d3df84e807d3500014e3496,5d3df84e807d3500014e3496,610fa0817bba062b1fb158c5
2021-08-08 14:52:59,2021-08-08 14:56:45,0,82.23.141.212,100,225,1,2021-08-08 14:56:45,R_3V23TPUwblVv1Id,,,,,54.5579071044921875,-1.3280029296875,anonymous,EN-GB,1,7.046,12.27,13.27,5,33,69,4.969,7.825,8.824,2,99,96,8.701,14.066,15.12,2,34,16,8.958,13.526,14.486,3,76,71,0.303,11.015,12.327,3,74,88,11.316,12.676,13.604,2,68,94,7.788,9.652,10.5,2,20,81,7.33,8.841,10.098,2,97,91,6.826,9.354,10.777,2,32,35,7.693,9.573,11.052,2,78,89,5.353,6.753,7.696,2,12,83,5.913,7.657,8.513,2,22,79,5.642,7.442,8.978,2,77,91,10.314,11.786,12.689,2,93,87,1,63,1,3,6,5,5dc2d1940550ef1eadce6d9e,5dc2d1940550ef1eadce6d9e,610fa0817bba062b1fb158c5
2021-08-08 14:54:10,2021-08-08 14:57:20,0,51.6.73.15,100,189,1,2021-08-08 14:57:20,R_2YRKiFfNNs1gDGr,,,,,51.3997039794921875,-0.251495361328125,anonymous,EN-GB,1,5.947,7.609,8.013,3,41,68,6.218,10.967,13.161,5,79,78,6.237,8.653,10.06,2,34,17,6.822,11.235,11.519,4,82,58,5.221,6.766,7.428,3,58,28,2.367,10.722,11.37,3,28,35,6.603,11.242,12.015,3,51,90,5.306,7.137,7.504,3,85,90,2.226,5.84,7.529,4,100,100,3.745,5.809,6.264,3,70,69,3.357,4.932,5.316,3,5,64,9.007,10.694,12.478,2,34,11,5.647,12.158,13.091,5,41,19,7.378,9.665,10.557,3,55,34,2,25,4,5,4,6,5a8c9fac1904200001563ade,5a8c9fac1904200001563ade,610fa0817bba062b1fb158c5
2021-08-08 14:53:54,2021-08-08 14:58:27,0,78.145.82.115,100,272,1,2021-08-08 14:58:28,R_1H2eCIYVjY3jq4s,,,,,51.5590972900390625,-0.228302001953125,anonymous,EN-GB,1,5.276,7.931,8.667,2,0,98,3.145,4.679,5.792,2,82,90,6.321,9.273,15.016,2,35,58,0.011,14.878,15.015,4,100,98,9.177,11.612,12.713,3,40,61,2.636,8.697,9.804,8,82,85,7.191,9.569,15.012,2,61,69,4.527,8.407,9.716,4,93,89,4.038,5.82,7.602,2,23,70,4.837,10.433,12.253,4,21,77,5.129,8.649,15.022,2,9,73,6.449,12.6,15.119,3,56,40,5.931,11.485,15.119,3,79,64,9.864,12.541,15.01,3,28,67,2,20,2,3,2,2,60b69dea458492151cb4e07e,60b69dea458492151cb4e07e,610fa2dc06d18e9f8a5da6e9
2021-08-08 14:55:21,2021-08-08 14:59:02,0,90.196.84.19,100,220,1,2021-08-08 14:59:02,R_1MRlWpZXZlcs271,,,,,50.916900634765625,-1.4219970703125,anonymous,EN-GB,1,2.173,8.628,9.835,3,32,78,3.411,6.565,7.609,3,98,97,1.985,12.496,14.157,4,62,5,4.217,14.465,15.108,5,95,80,5.964,11.842,15.107,3,32,70,2.283,7.987,8.786,4,100,86,2.891,13.511,15.11,5,61,23,2.675,12.846,15.007,4,51,0,2.026,8.704,10.771,5,35,68,4.636,11.2,12.205,3,64,64,0.069,8.946,9.951,4,6,94,4.044,12.018,15.106,5,50,0,0.363,13.358,15.007,5,60,89,4.54,11.244,15.108,4,26,69,2,19,1,3,4,4,5f9eab308e503705011ad793,5f9eab308e503705011ad793,610fa0817bba062b1fb158c5
2021-08-08 14:56:34,2021-08-08 14:59:16,0,86.184.111.181,100,162,1,2021-08-08 14:59:17,R_Qhw1jpvHr8mR8dP,,,,,51.1103057861328125,-2.447601318359375,anonymous,EN-GB,1,3.148,8.464,9.25,4,0,100,2.884,4.058,5.656,2,64,62,8.431,11.848,12.744,3,37,20,6.699,10.123,10.921,3,55,78,5.652,7.482,8.466,2,66,45,2.871,5.449,7.021,4,38,37,5.589,7.372,8.25,2,34,77,5.407,9.775,10.197,5,100,100,6.216,8.864,9.853,3,47,18,4.427,6.355,7.161,3,28,66,3.53,5.427,6.426,4,34,27,5.418,7.302,9.201,3,68,68,4.301,8.079,8.587,5,0,94,6.144,9.651,10.336,3,0,85,2,19,1,3,2,2,61052de2a67981cf085ca025,61052de2a67981cf085ca025,610fa2dc06d18e9f8a5da6e9
2021-08-08 14:56:03,2021-08-08 15:00:09,0,82.12.102.27,100,245,1,2021-08-08 15:00:09,R_sGRjkJnHxuU2xqN,,,,,53.5814971923828125,-2.17779541015625,anonymous,EN-GB,1,7.758,12.315,13.768,2,100,100,4.106,6.26,7.468,2,0,100,6.313,8.839,10.14,2,32,33,8.436,12.234,13.879,3,99,100,8.113,10.225,11.693,2,68,69,4.642,6.621,8.447,2,0,100,7.407,9.403,10.948,2,1,71,5.394,7.244,8.654,2,100,100,4.802,6.79,8.207,2,100,100,5.046,6.796,7.854,2,100,100,4.827,6.576,8.484,2,100,100,8.417,11.105,12.74,2,52,27,5.458,8.122,9.229,2,0,100,9.623,11.49,12.406,2,100,100,2,54,1,3,5,5,5c5c9a127bca5b000167acb8,5c5c9a127bca5b000167acb8,610fa0817bba062b1fb158c5
2021-08-08 14:57:14,2021-08-08 15:00:44,0,2.28.199.27,100,210,1,2021-08-08 15:00:44,R_1pmxZe0ZrrTCus0,,,,,52.56640625,-2.066192626953125,anonymous,EN-GB,1,5.509,7.501,8.684,2,24,81,3.629,4.984,5.954,2,63,61,6.871,8.454,12.045,2,31,54,9.514,14.952,15.113,2,89,,8.018,9.585,10.484,2,54,54,3.589,4.888,6.184,2,58,65,5.624,8.169,9.791,3,50,50,8.277,9.993,11.639,2,78,71,9.993,11.654,12.955,2,63,52,7.113,8.595,9.61,2,30,69,4.533,7.714,12.643,2,34,69,7.41,8.94,15.007,2,64,52,0.007,10.437,11.331,3,37,62,10.318,11.391,13.338,2,29,62,2,36,2,5,1,2,5bd89020fd2ca6000182cb0d,5bd89020fd2ca6000182cb0d,610fa2dc06d18e9f8a5da6e9
2021-08-08 14:57:56,2021-08-08 15:01:32,0,82.10.113.170,100,216,1,2021-08-08 15:01:32,R_AyN2YIkUX3wv6AV,,,,,51.4022979736328125,0.045806884765625,anonymous,EN-GB,1,0.675,10.546,11.237,3,32,72,3.603,6.6,7.717,2,67,68,9.039,9.039,11.658,1,30,,14.451,14.451,15.106,1,75,,0,0,11.195,0,,,5.439,14.673,15.008,4,0,84,0,0,15.011,0,58,,9.474,11.291,11.883,2,69,71,0,0,10.501,0,,,7.277,11.101,11.96,2,32,67,9.45,11.44,11.93,2,16,85,0,0,7.617,0,,,12.175,12.175,12.705,1,,68,0,0,10.997,0,,,2,30,1,4,2,3,5efa0021ed44d27cff394f4a,5efa0021ed44d27cff394f4a,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:02:30,2021-08-08 15:06:39,0,109.152.122.184,100,249,1,2021-08-08 15:06:40,R_OwHIlG0u3tyOUEN,,,,,51.6815032958984375,-3.9029998779296875,anonymous,EN-GB,1,8.547,12.964,14.006,3,16,100,5.148,7.604,9.048,2,79,100,10.07,13.679,15.108,2,28,4,0,0,15.009,0,,,11.788,13.515,15.008,2,64,57,0.26,10.7,11.554,3,25,83,11.035,11.035,15.007,1,73,29,0.388,12.9,14.375,3,70,71,8.091,12.316,13.13,2,50,67,7.624,12.863,13.929,4,5,86,5.059,8.29,11.135,2,0,100,12.446,12.446,14.024,1,,0,7.995,9.573,10.691,2,96,100,10.629,13.396,14.748,2,66,88,1,22,1,4,6,2,60ca0f9779fb2693dce5f485,60ca0f9779fb2693dce5f485,610fa0817bba062b1fb158c5
2021-08-08 15:04:34,2021-08-08 15:07:44,0,151.230.198.220,100,189,1,2021-08-08 15:07:44,R_1EZOOALUjmATfTx,,,,,51.4774932861328125,-3.670806884765625,anonymous,EN-GB,1,6.121,7.58,8.757,2,35,68,4.418,5.617,6.598,2,43,64,8.784,12.228,13.335,2,33,3,9.495,12.414,15.127,4,68,40,8.849,10.018,12.239,3,58,,3.601,5.247,6.007,2,71,64,6.499,8.623,9.916,3,36,63,6.942,8.345,9.934,2,67,38,3.859,6.985,8.421,4,86,76,0,0,1.138,0,,,7.562,9.714,15.112,2,61,43,0.096,10.467,11.979,3,,56,4.482,5.783,8.662,2,25,70,10.171,14.997,15.115,7,30,,2,34,1,5,4,4,6106e63593115f817ceba230,6106e63593115f817ceba230,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:05:38,2021-08-08 15:08:13,0,86.20.248.20,100,154,1,2021-08-08 15:08:13,R_1F2gIoCLdSVxaoi,,,,,50.798797607421875,-1.0944061279296875,anonymous,EN-GB,1,0,0,2.393,0,,,0,0,15.11,0,,,1.786,2.843,3.415,2,34,68,0.109,11.308,11.939,3,100,100,8.435,10.232,10.567,3,72,80,1.326,2.302,2.861,2,64,78,14.883,14.883,15.005,1,75,,13.128,15.017,15.107,5,100,90,5.691,6.915,7.379,2,100,100,6.049,7.667,8.192,2,73,75,6.658,9.01,9.596,3,74,84,3.76,9.562,9.876,6,37,66,0,0,15.01,0,,,4.199,5.458,5.9,2,76,82,1,20,1,4,6,6,60da58fba89087fa09d9a18d,60da58fba89087fa09d9a18d,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:04:39,2021-08-08 15:08:37,0,109.88.141.81,100,237,1,2021-08-08 15:08:37,R_1gIPhitlfPiCPFg,,,,,50.6631011962890625,5.529998779296875,anonymous,EN-GB,1,4.774,7.74,8.196,2,32,63,4.161,5.707,6.351,2,33,15,0,0,15.013,0,49,,8.357,14.222,15.12,4,74,69,4.504,5.506,6.188,2,70,33,3.486,5.769,6.489,2,29,48,6.481,8.543,9.366,2,32,,5.406,6.104,6.638,2,71,69,13.898,13.898,14.552,1,50,,11.561,12.733,13.17,2,30,69,3.364,6.809,7.253,3,36,70,7.663,8.54,9.276,2,69,32,3.557,6.533,6.938,3,32,81,9.314,12.914,13.249,5,28,71,2,18,1,2,2,2,60fd204691f868558635f99e,60fd204691f868558635f99e,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:07:28,2021-08-08 15:10:25,0,62.64.162.246,100,177,1,2021-08-08 15:10:26,R_XSvpr5Z8FEfHdux,,,,,51.4170074462890625,-1.331298828125,anonymous,EN-GB,1,5.755,9.905,10.775,3,6,100,3.212,5.111,5.79,2,97,95,6.056,7.868,8.904,2,75,75,4.719,9.396,10.382,3,82,26,5.974,7.145,7.891,2,60,33,3.148,5.039,6.352,3,77,63,5.417,7.333,8.435,2,31,65,6.679,8.686,9.315,2,94,92,3.02,6.738,7.791,3,6,97,4.389,5.761,6.329,3,24,88,4.017,10.25,11.018,5,3,94,5.046,6.667,7.506,2,29,54,6.686,12.241,13.626,3,83,73,7.814,10.086,11.134,2,52,15,1,21,1,5,1,1,5b843793338a9300015660c2,5b843793338a9300015660c2,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:08:14,2021-08-08 15:11:57,0,79.68.204.18,100,222,1,2021-08-08 15:11:58,R_1joZVPC5ZmJ3V3H,,,,,51.309295654296875,0.37030029296875,anonymous,EN-GB,1,5.68,8.488,9.686,2,38,34,0.013,11.867,12.734,5,60,30,8.191,11.392,12.648,2,27,35,10.554,13.21,13.949,2,100,73,11.632,13.385,15.009,2,61,33,5.225,8.09,8.789,2,72,83,6.804,9.508,10.368,2,69,32,8.685,10.525,11.862,2,82,85,6.575,8.71,9.58,2,55,59,5.724,7.348,8.272,2,100,100,5.7,11.639,12.602,3,79,61,8.415,10.343,11.51,2,32,26,7.408,13.288,15.108,3,100,72,13.859,13.859,15.025,1,74,,2,50,1,2,4,4,5ec3f47bd57541278b4677c6,5ec3f47bd57541278b4677c6,610fa0817bba062b1fb158c5
2021-08-08 15:09:58,2021-08-08 15:13:08,0,90.213.182.8,100,190,1,2021-08-08 15:13:08,R_3nedsf9S9KPcIjW,,,,,51.5536041259765625,-0.86590576171875,anonymous,EN-GB,1,4.609,7.078,8.199,2,30,34,5.473,10.44,11.541,3,69,22,0.457,2.596,3.563,2,,23,7.957,14.354,15.107,4,68,77,8.584,10.127,11.274,2,74,64,0.561,7.115,8.033,3,81,81,5.954,8.122,9.22,2,37,67,9.531,11.826,12.809,2,99,87,4.846,8.958,9.933,2,3,80,7.804,10.422,11.425,2,100,100,7.919,7.919,15.11,1,29,23,7.461,9.932,11.065,2,70,4,6.216,7.865,8.635,2,71,75,13.165,13.165,15.008,1,69,25,2,47,1,4,6,6,5ea54cbbe863495282ba90c7,5ea54cbbe863495282ba90c7,610fa0817bba062b1fb158c5
2021-08-08 15:10:07,2021-08-08 15:13:54,0,51.6.38.186,100,227,1,2021-08-08 15:13:54,R_2y90qY5BUZHpIkW,,,,,52.983306884765625,-0.3950958251953125,anonymous,EN-GB,1,6.681,8.352,9.22,2,34,67,5.433,8.317,9.35,2,71,71,9.611,13.463,14.198,3,28,36,11.542,13.878,15.007,2,42,69,8.928,10.663,11.346,2,68,64,3.748,5.148,5.798,2,68,68,8.229,9.986,10.88,2,35,63,8.395,9.6,10.678,2,65,41,4.865,6.12,7.081,2,71,40,0,0,1.472,0,,,5.533,6.791,7.414,2,34,64,8.971,12.628,13.4,2,34,78,6.239,8.173,8.872,2,65,70,9.196,12.16,13.147,3,76,35,1,60,1,4,5,5,61025a838bcd4dfdb3223c19,61025a838bcd4dfdb3223c19,610fa0817bba062b1fb158c5
2021-08-08 15:10:02,2021-08-08 15:13:53,0,109.151.200.117,100,231,1,2021-08-08 15:13:54,R_1mkftuhs8UTIEHc,,,,,51.4405975341796875,-0.14239501953125,anonymous,EN-GB,1,0.021,11.44,12.322,4,1,99,5.009,10.252,11.197,2,100,87,9.07,10.873,11.523,2,34,80,9.521,10.709,11.288,2,94,95,0.391,13.233,13.828,4,96,84,5.557,7.005,7.955,2,59,56,0,0,11.13,0,,,8.378,9.664,10.331,2,85,67,3.377,4.785,6.001,2,100,100,11.406,11.406,15.108,1,49,,4.778,6.195,7.125,2,0,100,10.144,14.951,15.012,2,61,,9.955,11.478,13.16,2,62,60,0,0,15.006,0,71,,1,31,1,2,5,5,606451b5aab2ec4afaae10f4,606451b5aab2ec4afaae10f4,610fa0817bba062b1fb158c5
2021-08-08 15:09:59,2021-08-08 15:14:06,0,51.9.155.122,100,247,1,2021-08-08 15:14:06,R_1DNJega6vrOqVAB,,,,,54.0478973388671875,-2.797698974609375,anonymous,EN-GB,1,0.518,12.239,15.007,3,19,69,0.337,11.617,15.006,2,,70,13.626,13.626,14.933,1,,8,13.915,13.915,15.007,1,65,,10.561,12.529,15.007,2,69,70,5.63,8.397,9.314,2,33,60,0.036,0.036,15.007,1,33,,9.864,11.827,12.87,2,93,82,7.634,13.421,15.006,2,67,68,7.111,9.588,10.812,2,72,57,6.855,10.17,11.178,2,62,34,13.161,13.161,15.006,1,41,,6.052,8.731,9.76,2,18,87,0,0,15.106,0,,,2,30,2,6,2,3,610281ec99779c167ffc0f3f,610281ec99779c167ffc0f3f,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:11:33,2021-08-08 15:14:30,0,89.168.55.50,100,176,1,2021-08-08 15:14:30,R_eVZREYi271aOClj,,,,,53.505096435546875,-2.161895751953125,anonymous,EN-GB,1,3.446,10.007,11.198,3,31,83,3.581,4.911,6.031,2,76,51,5.674,8.671,9.931,2,67,21,1.681,13.972,15.012,4,60,61,6.717,9.286,10.822,2,50,0,5.177,7.388,8.349,3,58,59,7.863,13.402,13.995,4,24,76,5.808,7.84,9.119,2,100,100,4.363,6.461,7.356,3,19,91,4.864,6.044,7.319,2,43,70,4.511,5.519,6.374,2,19,87,5.091,6.958,8.036,3,50,0,4.139,9.009,9.85,4,23,74,7.764,9.597,10.895,2,14,85,2,20,1,3,2,2,60fe8777762c54f1635a22f7,60fe8777762c54f1635a22f7,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:12:56,2021-08-08 15:15:23,0,90.212.181.158,100,146,1,2021-08-08 15:15:23,R_3e5qBr0ohADvFoM,,,,,51.3502960205078125,-0.2014007568359375,anonymous,EN-GB,1,4.001,6.646,7.387,3,11,94,2.465,3.498,4.397,2,69,84,4.657,8.112,8.754,4,90,74,5.201,8.362,9.586,5,85,91,5.042,6.022,7.091,2,100,99,4.022,6.738,7.276,4,83,87,5.184,8.452,9.002,5,25,86,4.24,6.526,7.504,4,88,92,3.355,7.268,8.082,4,89,92,3.122,4.698,5.452,3,9,79,4.604,6.941,7.519,4,29,72,5.718,10.987,12.31,9,60,66,2.588,4.53,5.29,4,81,83,10.05,11.316,12.455,3,69,82,1,29,2,4,5,6,5de83e5748241d7af1b6c348,5de83e5748241d7af1b6c348,610fa0817bba062b1fb158c5
2021-08-08 15:11:50,2021-08-08 15:15:25,0,5.68.32.152,100,214,1,2021-08-08 15:15:25,R_3EmYEQFtM97qErS,,,,,52.9817047119140625,-2.1376953125,anonymous,EN-GB,1,4.404,5.807,9.669,2,51,51,3.662,5.818,7.954,2,100,100,7.191,12.11,15.122,3,27,72,10.232,13.864,15.118,3,100,100,9.409,14.887,15.111,4,0,0,4.694,7.038,15.117,2,100,100,5.4,9.313,10.867,3,33,69,6.725,9.019,15.116,2,99,100,3.368,6.032,8.118,2,100,100,4.033,6.544,15.119,2,100,100,3.79,6.925,8.466,2,0,100,7.059,11.265,13.213,3,0,100,3.958,7.515,9.346,3,100,100,6.7,10.984,15.115,3,100,100,1,41,1,5,5,5,59b51dd49f80a10001e826a1,59b51dd49f80a10001e826a1,610fa0817bba062b1fb158c5
2021-08-08 15:11:58,2021-08-08 15:15:34,0,86.254.18.247,100,216,1,2021-08-08 15:15:34,R_1rP34UXmBUfGpYg,,,,,45.6533966064453125,0.151397705078125,anonymous,EN-GB,1,0.031,12.706,14.445,4,33,87,3.388,7.629,9.171,3,0,100,6.635,11.597,12.722,3,7,89,1.974,10.475,11.762,6,100,100,2.495,8.163,9.617,4,54,54,3.039,10.084,11.441,4,0,100,2.726,11.197,12.457,4,68,85,4.186,10.255,11.552,4,63,80,2.889,7.608,8.971,3,100,100,9.489,14.62,15.011,4,7,92,3.414,9.325,10.489,4,100,100,3.022,9.37,10.87,4,55,56,3.979,7.716,9.207,3,0,100,3.143,14.361,15.016,5,100,100,2,63,1,6,6,6,5fb26f723d8b23832ff835c6,5fb26f723d8b23832ff835c6,610fa0817bba062b1fb158c5
