"","PROLIFIC_PID","key","resp","type","order","issue","gender","age","religion","education","politics_1","politics_2","RL","resp2","reflection_resp_O1","reflection_topic","reflection_time","explain","reflection_resp_O2"
"92","601fd27860b197531ca7bdcc","ab_f_1","17","Factual","First-order","Abortion","1","32","2","5","6","6","Right",31,69,"Surrogacy",52.109,"I believe surrogacy should be legal because it allows individuals to have a baby of their own when it may otherwise not be possible. By bearing a child for someone else, the surrogate parent helps others to achieve their dreams and receives a monetary reward at the same time.",32
"93","5e94ca3f591abe0c7d9f4a2a","ab_f_1","33","Factual","First-order","Abortion","2","51","1","4","2","3","Left",39,68,"Animals in Research",60.635,"I feel that all other possibilities for testing should be considerd first, however there are some instances in research into life saving treatments where an animal model is the only possibility.",34
"94","601712d08ca6a990c55c804f","ab_f_1","58","Factual","First-order","Abortion","2","18","5","3","6","6","Right",69,32,"Transgender Teen",46.458,"Some parents wouldn't want their kids to be transgender hence they wouldn't give the kids freedom because of their own opinions. That's why I think minors do have a right about choosing to use puberty blockers more than their parents.",100
"95","5efa0eb2fce41c0c97d19210","ab_f_1","69","Factual","First-order","Abortion","2","33","2","4","3","3","Left",70,31,"GM Crops",107.616,"I think that banning it would probably have an impact on our current food supply. I don’t think there is an ethical or moral argument to it as it is plants being modified, not animals. I see it as a more refined version of ‘breeding’ plants for better qualities. It is deemed safe and provides crops resistant to certain things making it easier to grow for large populations.",30
"96","600b4da707aa661ccecc7bc3","ab_f_1","28","Factual","First-order","Abortion","1","24","1","3","5","4","Right",51,67,"Transgender Teen",65.579,"minor hasn't development enough life experience to make a life changing decision such is that so i feel it is appropriate for the parents to intervene at some point along the way.",72
"97","6010881f9d50041969d02ccd","ab_f_1","100","Factual","First-order","Abortion","2","27","1","5","1","2","Left",74,33,"Sexual Assistance",68.727,"Depending on the source of sex workers this could be an unethical activity for the government to be involved in. I don't necessarily believe that disabled people need that level of help to have sex, however, I do not interact with any disabled people in real life so I have no idea of their own views on this.",34
"98","5f72275d0e4774118b06068a","ab_f_1","36","Factual","First-order","Abortion","2","29","1","4","4","4","Right",33,45,"Sexual Assistance",48.687,"It’s not something I’ve really thought about before, I guess the main thing that I thought is that there are other groups in society who might also not be able to, for example anxiety or mental health or general shyness so they might also not be able to.",23
"99","5ded4488958094406c345402","ab_f_1","31","Factual","First-order","Abortion","1","51","2","3","5","5","Right",32,83,"Abortion",52.078,"it is an unborn child and should be respected because of this",99
"100","5c41bfebf7c8890001d0947b","ab_f_1","50","Factual","First-order","Abortion","2","34","2","2","5","4","Right",43,32,"GM Crops",48.442,"I don’t think they should because they may be able to modify crops to our advantage and be more sustainable.",68
"101","5d04c56a0b54cc0001dad608","ab_f_1","43","Factual","First-order","Abortion","2","60","1","3","5","5","Right",41,35,"GM Crops",46.483,"Don’t think they should ban all gm products as research has gone into this and things are not approved unless safe",39
"102","5eb561131434b1053a77d85d","ab_f_1","74","Factual","First-order","Abortion","2","45","4","4","6","6","Right",33,29,"Vaccines",51.723,"When parents refuse to vaccinate their children they are putting them at risk of getting a preventable illness which could make them ill or die. This is child neglect. As well as putting their own children at risk they are risking the wellbeing of other children as we have to have a certain number of them vaccinated to prevent the illness in our country altogether. That is causing harm to others.",68
"103","5aa67bd189de8200013f7548","ab_f_1","51","Factual","First-order","Abortion","2","77","1","2","2","3","Left",43,67,"Sexual Assistance",119.202,"I feel that disabled people should be helped in all ways and to be given equality of opportunity in all ways.",61
"104","5fd7772607bd47085d6397ff","ab_f_1","51","Factual","First-order","Abortion","1","59","2","3","4","6","Right",72,70,"Surrogacy",47.193,"If a surrogate has committed to the arrangement and it is quite happy to do so, I don’t see an issue with the agreement",70
"105","5ea199bf2e40a10477cf6426","ab_f_1","19","Factual","First-order","Abortion","2","59","4","2","5","5","Right",7,60,"Vaccines",52.13,"Although it is usually to the advantage of everyone that people are vaccinated sometimes the are reasons why someone can’t or won’t and if a parent feels strongly about it then it their right to chose.",76
"106","5f50b99ab3296f048b95f214","ab_f_1","68","Factual","First-order","Abortion","2","50","1","3","7","6","Right",69,6,"Vaccines",47.425,"Depending on the parents' education, religious affiliation, or naivity they could be completely uninformed and haven't researched vaccinations.",89
"107","5de3d4fc1d61c93cd498bb92","ab_f_1","27","Factual","First-order","Abortion","1","48","1","2","4","6","Right",32,56,"Vaccines",131.588,"It is the parents role to look after and protect their children to the best of their ability.  Whilst it may be considered that ensuring that their children is how best to do that, parents might consider side effects to be of greater risk.  So long as the parents are made fully aware of all the risks and benefits from vaccines to make an informed decision, the final decision should be theirs.  The alternative would be state mandated treatment or decision making. Once you introduce state mandates like this where does it end?  Eugenics?  What about diets?  We already have recommended amounts of sugar and salt for health reasons should these be mandated?",33
"108","5e9495b99622ec7effcf78b5","ab_f_1","0","Factual","First-order","Abortion","2","23","5","3","6","6","Right",0,67,"Animals in Research",46.268,"I believe that if it is the only way to test a certain aspect, it is acceptable as it is for the greater good however the part I struggle with is the lack of informed consent on the animal's behalf and the idea that animals may suffer in the testing of these products",45
"109","5e83b9e3e3a9da1163fdd0dc","ab_f_1","31","Factual","First-order","Abortion","1","43","1","3","7","7","Right",22,83,"Sexual Assistance",187.249,"Sex is incredibly important - mentally and physically, my point of view is from my own perspective if I couldn't have it, barriers for disabled people having  sex and the positives and negatives of paying for sex and there being a paid for or assisted avenue if the person wanted it.",100
"110","5f9aae822613ea1dc16de51f","ab_f_1","26","Factual","First-order","Abortion","1","67","4","2","6","6","Right",11,75,"Transgender Teen",97.877,"This is a really tricky subject. Are minors really able to make such potentially life changing decisions at such a young age? Given the amount of publicity, news time and social media content dedicated to this and similar issues I feel that many youngsters are being pressured into considering TG as an option and it needs a guiding influence from the parents here to try and make sure that this really is a path that their children want to take.",62
"111","5eb1945863326f0b0136d4cf","ab_f_1","35","Factual","First-order","Abortion","2","43","5","5","2","3","Left",30,32,"GM Crops",47.564,"I believe that scientists can be trusted to carry out good research prior to introducing new GM crops, and the benefits could be great.  For example the ability to develop drought resistant crops to improve food production in developing countries. I do think though that the checks put in place need to be increased and all GM crops need to be monitored as well as efforts put in to protect wild species and varieties.  monoculture is also bad and so governments should not have to ban GM, but should be required to reserve certain percentages of space to cultivate wild species and protect biodiversity.",68
